S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,3,3,5,704,"2,378"
1,Bendra,1,1,2,219,937
2,Luhuramunda,1,1,2,343,824
3,Nuniapali,1,1,1,142,617
,Total,3,3,5,704,"2,378"
