S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,35,34,56,"2,922","12,149"
1,Badel,1,1,1,8,34
2,Balda,1,1,2,54,192
3,Bheja,3,3,3,104,414
4,Bilaput,2,2,7,228,983
5,Chatwa,2,2,3,358,"1,114"
6,Goluru,3,3,6,263,"1,226"
7,Hatibari,1,1,1,50,219
8,Hikimput,2,2,2,173,852
9,Khemanduguda,3,3,3,264,"1,008"
10,Khurji,1,1,1,50,178
11,Kulabir,1,1,1,60,300
12,Kularsingh,5,5,15,527,"2,387"
13,Malibelgam,1,1,1,152,577
14,Nandaka,1,1,2,172,718
15,Nandpur,3,2,2,195,759
16,Padwa,1,1,1,50,239
17,Pantulung,2,2,3,121,434
18,Porjabadopoda,2,2,2,93,515
,Total,35,34,56,"2,922","12,149"
