S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,32,32,64,"5,788","23,545"
1,Badalo,2,2,3,176,715
2,Balaramprasad,2,2,2,264,"1,064"
3,Bangurisingh,2,2,4,353,"1,426"
4,Bido,1,1,2,33,130
5,Gadasila,1,1,2,56,209
6,Gobinda Prasad,1,1,6,888,"3,551"
7,Gunadei,1,1,2,265,"1,019"
8,Gundichapada,1,1,1,341,"1,348"
9,Indipur,1,1,1,12,68
10,Kalanga,3,3,4,75,334
11,Kandabindha,1,1,1,93,424
12,Khadag Prasad,1,1,7,"1,170","4,734"
13,Khuntujhari,3,3,3,219,982
14,Kottam,3,3,4,84,391
15,Kusupunga,1,1,2,508,"1,921"
16,Mottanga,2,2,5,399,"1,568"
17,Nayabhagirathipur,1,1,2,116,554
18,Nimidha,1,1,1,14,109
19,Odapada,1,1,2,19,83
20,Sadashibpur,2,2,9,606,"2,419"
21,Siminai,1,1,1,97,496
,Total,32,32,64,"5,788","23,545"
