S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,14,14,32,"1,619","5,829"
1,Arpata,2,2,3,76,303
2,Baradihi,1,1,2,237,438
3,Bhandgaon,1,1,1,11,43
4,Jaypur,3,3,8,436,"1,535"
5,P. Baripada,2,2,4,294,"1,167"
6,Pasuda,4,4,12,479,"2,010"
7,Titia,1,1,2,86,333
,Total,14,14,32,"1,619","5,829"
