S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,96,87,117,"18,521","77,243"
1,Alumeda,2,2,2,252,919
2,Anko,1,1,1,154,534
3,Bahabalpur,1,1,1,365,"1,140"
4,Baincha,2,2,2,810,"3,195"
5,Bardhanpur,3,3,5,"1,222","5,199"
6,Buanl,4,4,4,931,"4,181"
7,Chhanua,3,3,4,757,"3,220"
8,Genguti,3,2,2,315,"1,100"
9,Gopinathpur,4,4,7,605,"2,590"
10,Gudu,1,1,8,"1,875","7,871"
11,Hidigan,1,1,1,74,296
12,Jaydevkasba,1,1,2,647,"1,940"
13,Kasafal,2,2,4,818,"3,100"
14,Kasipada,2,1,2,231,"1,042"
15,Khannagar,2,2,3,649,"2,714"
16,Kuradiha,6,6,6,"1,125","5,147"
17,Nagram,3,3,5,665,"2,481"
18,Odangi,2,2,2,261,"1,357"
19,Olanda Sargan,8,7,7,485,"2,179"
20,Padmapur,4,3,3,462,"2,069"
21,Panchupada,1,1,3,107,694
22,Patrapada,3,3,5,850,"2,409"
23,Raisuan,5,4,4,183,920
24,Ranasahi,7,7,8,670,"2,586"
25,Rasalpur,3,3,5,"1,126","4,401"
26,Rasulpur,5,5,5,604,"5,431"
27,Rupsa Samil Hasanpur,2,1,1,23,96
28,Sargan,2,2,2,190,"1,447"
29,Sasanga,2,2,3,856,"1,917"
30,Sindhia,5,4,4,553,"2,769"
31,Srikona,1,1,1,215,650
32,Srirampur,5,3,5,441,"1,649"
,Total,96,87,117,"18,521","77,243"
