S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,8,8,21,727,"2,593"
1,Boxma,2,2,4,156,535
2,Gochhara,1,1,3,75,252
3,Khandokata,1,1,2,73,258
4,Kusami,2,2,6,102,367
5,Parua Bhadi,1,1,4,157,499
6,Telitileimal,1,1,2,164,682
,Total,8,8,21,727,"2,593"
