S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,7,7,12,818,"3,602"
1,Ambapua,1,1,2,130,672
2,Benipoli,1,1,1,3,21
3,Gobara,1,1,1,15,60
4,Khetriyabarapur,1,1,2,149,591
5,Netenga,1,1,1,3,16
6,Tanarada,1,1,1,17,52
7,Udhura,1,1,4,501,"2,190"
,Total,7,7,12,818,"3,602"
