S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,5,5,432,239
1,Bankili,1,1,63,86
2,Gadiseskhal,1,1,222,13
3,Keliguda,1,1,0,0
4,Kolnara,1,1,40,133
5,Mukundapur,1,1,107,7
,Total,5,5,432,239
