S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,183,178,273,"17,567","77,892"
1,Badakhillapadar,11,11,18,"1,124","5,288"
2,Bankili,13,12,20,"1,056","5,284"
3,Bhoimoda,12,12,20,829,"4,035"
4,Dumuriguda,6,6,10,761,"3,451"
5,Dunduli,15,15,22,"1,819","8,828"
6,Gadiseskhal,16,15,26,"1,855","8,746"
7,Jharadi,8,8,13,753,"3,034"
8,Kailaspur,17,17,28,"1,431","6,750"
9,Karthikguda,4,4,5,424,"1,862"
10,KATIKANA,9,9,14,882,"3,625"
11,Keliguda,8,7,10,893,"3,218"
12,Khedapada,9,9,12,981,"4,289"
13,Kolnara,12,11,16,835,"3,290"
14,Mukundapur,12,11,14,790,"3,371"
15,Rekhapadar,14,14,18,"1,013","3,752"
16,Suri,13,13,20,"1,175","4,953"
17,Therubali,4,4,7,946,"4,116"
,Total,183,178,273,"17,567","77,892"
