S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,92,92,218,"24,684","1,00,770"
1,Batsana,2,2,13,"1,840","6,797"
2,Bhansuli,5,5,8,"1,027","3,912"
3,Bobeya,7,7,14,"1,701","6,983"
4,Chandili,10,10,13,"1,755","7,704"
5,Chatraulla,4,4,19,900,"3,890"
6,Chitra,5,5,17,"1,639","6,835"
7,Dhamanahandi,5,5,14,"2,061","9,303"
8,Ghumar,7,7,17,"1,425","6,098"
9,Girla,6,6,14,"2,091","7,240"
10,Guali,3,3,5,843,"3,395"
11,Gumuda,4,4,6,752,"3,193"
12,Kusumi,7,7,25,"2,203","9,328"
13,Mutrahandi,7,7,11,"1,562","5,947"
14,S.b.nuagam,6,6,14,"1,546","6,406"
15,Sadaranga,4,4,12,"1,596","6,728"
16,Sargiguda,6,6,8,858,"3,381"
17,Sutipadar,4,4,8,885,"3,630"
,Total,92,92,218,"24,684","1,00,770"
