S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,17,17,27,"3,085","12,076"
1,Buromunda,1,1,1,94,353
2,Chantipali,3,3,4,746,"2,859"
3,Chikhili,1,1,2,69,368
4,Dangbahal,1,1,2,147,567
5,Firingimal,4,4,7,309,"1,163"
6,Guderpali,1,1,1,147,558
7,Jagalpat,1,1,2,372,"1,504"
8,Kandagarh,1,1,4,512,"1,878"
9,Kathaumal,1,1,1,158,566
10,Raisalpadar,1,1,1,143,679
11,Sandhibahal,1,1,1,113,438
12,Talpali,1,1,1,275,"1,143"
,Total,17,17,27,"3,085","12,076"
