S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,5,5,8,597,"2,504"
1,Chantipali,1,1,1,156,569
2,Chikhili,1,1,2,69,368
3,Firingimal,1,1,3,116,450
4,Raisalpadar,1,1,1,143,679
5,Sandhibahal,1,1,1,113,438
,Total,5,5,8,597,"2,504"
