S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,6,6,9,225,842
1,Baneimunda,1,1,2,18,76
2,BATHRLA,1,1,1,85,327
3,Bharatbahal,2,2,2,95,319
4,Maruan,1,1,1,14,59
5,Tenda Padar,1,1,3,13,61
,Total,6,6,9,225,842
