S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,10,10,782,"2,904"
1,Anantapur,1,1,184,"1,191"
2,Gobara,1,1,34,0
3,Kandarai,1,1,89,0
4,Khuntuni,1,1,53,216
5,Mancheswar,3,3,368,"1,117"
6,Oranda,1,1,14,48
7,Radhakishorepur,2,2,40,332
,Total,10,10,782,"2,904"
