S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,7,5,10,"1,019","4,337"
1,Kongra,1,1,1,192,789
2,Kukudabai,2,2,4,467,"2,199"
3,Lamtaguda,2,1,2,245,898
4,Manchagam,2,1,3,115,451
,Total,7,5,10,"1,019","4,337"
