S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,10,9,18,"1,107","4,335"
1,Banara,1,1,4,4,12
2,Damapada,1,1,1,58,287
3,Dulhanpur,1,1,1,23,124
4,Gobindpur,2,2,4,333,"1,425"
5,Gopalpur,1,1,1,42,209
6,Naraganga,1,1,1,189,267
7,Similipur,3,2,6,458,"2,011"
,Total,10,9,18,"1,107","4,335"
