S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,5,5,77,370
1,Achutapurpatna,1,1,0,0
2,Chhanagiri,1,1,0,0
3,KUNJURI,1,1,1,0
4,Olasing,1,1,5,35
5,Ujalagopinathpur,1,1,71,335
,Total,5,5,77,370
