S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,9,8,12,198,"1,039"
1,Kamaguru,1,1,2,17,94
2,Kunjuri,7,6,8,151,783
3,Nuagarh,1,1,2,30,162
,Total,9,8,12,198,"1,039"
