S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,5,5,13,510,"1,938"
1,BHELLA,1,1,2,92,388
2,Kurumpuri,2,2,7,294,"1,110"
3,LAKHNA,1,1,2,30,107
4,Michha Pali,1,1,2,94,333
,Total,5,5,13,510,"1,938"
