S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,6,6,233,830
1,Malehipada,1,1,24,51
2,Nualipada,1,1,2,349
3,Reamal,1,1,1,69
4,Tabada,1,1,154,255
5,Tarang,1,1,41,0
6,Tinkbir,1,1,11,106
,Total,6,6,233,830
