S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,3,3,240,"1,285"
1,Choramuhan,1,1,22,153
2,Gangadhar Pur,1,1,54,727
3,Haridaspur,1,1,164,405
,Total,3,3,240,"1,285"
