S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,15,14,28,811,"5,050"
1,Adakata,1,1,1,45,177
2,Badasilinga,2,2,2,40,187
3,Belapadapatana,1,1,3,82,363
4,Chhamundia,5,5,9,289,"2,621"
5,Karadapada,2,2,4,112,475
6,Kishore Prasad,1,1,3,47,366
7,Rasanga,3,2,6,196,861
,Total,15,14,28,811,"5,050"
