S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,94,93,253,"9,533","53,473"
1,Adakata,6,6,25,"1,134","5,673"
2,Badasilinga,32,32,49,903,"4,967"
3,Belapadapatana,6,6,22,"1,344","7,574"
4,Chhamundia,22,22,46,"1,619","10,339"
5,Gania,2,2,18,834,"4,146"
6,Karadapada,10,10,30,915,"4,927"
7,Kishore Prasad,9,9,38,"1,609","9,281"
8,Rasanga,7,6,25,"1,175","6,566"
,Total,94,93,253,"9,533","53,473"
