S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,19,16,53,906,"4,205"
1,Dharakota,1,1,1,3,5
2,Durgapanga,6,3,9,81,389
3,Gugurumaha,2,2,4,119,497
4,Judabali,2,2,8,135,576
5,Kotagarh,2,2,11,202,963
6,Madaguda,1,1,5,104,521
7,Marlanga,1,1,1,8,30
8,Ora,2,2,12,212,"1,045"
9,Srirampur,1,1,1,29,135
10,Subararnagiri,1,1,1,13,44
,Total,19,16,53,906,"4,205"
