S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,5,4,4,646,"2,924"
1,Bartanda,1,1,1,419,"1,448"
2,Kaliapani,1,1,1,130,863
3,Kuhika,1,1,1,92,462
4,Pingal,2,1,1,5,151
,Total,5,4,4,646,"2,924"
