S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,5,4,4,171,852
1,GOBINDAPUR,1,1,1,36,179
2,KENDUAPADA,2,1,1,27,135
3,NILOK,1,1,1,78,389
4,ODANGA,1,1,1,30,149
,Total,5,4,4,171,852
