S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,6,6,76,320
1,Badabanapur,1,1,40,191
2,Balabhadraprasad,2,2,18,88
3,Kiajhara,2,2,13,41
4,Singapada,1,1,5,0
,Total,6,6,76,320
