S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,13,11,16,433,"2,499"
1,Bahalpadar,5,5,7,190,998
2,Durjantaila,3,3,5,198,"1,259"
3,Kenjhariapali,2,1,1,8,62
4,Pita Mahul,1,1,1,31,143
5,Subalaya,2,1,2,6,37
,Total,13,11,16,433,"2,499"
