S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,53,51,64,"12,022","50,404"
1,Analia,2,2,5,595,"2,255"
2,Bajitpur,1,1,1,150,698
3,Balim,1,1,1,203,451
4,Baunsadiha,1,1,1,330,"1,139"
5,Gobagan,1,1,2,413,"1,640"
6,Gochidateghari,3,2,2,611,"2,484"
7,Gopinathpur,2,1,1,131,465
8,Huguli,2,2,3,640,"2,052"
9,Jagannathpur,1,1,1,175,749
10,Jaleswarpur,2,2,2,194,907
11,Jalsoharia,2,2,2,64,228
12,Jayrampur,3,3,3,575,"2,301"
13,Kachuadi,1,1,1,256,418
14,Kanthibhaunri,1,1,1,126,483
15,Kharidpipal,1,1,4,772,"4,197"
16,Kumbhirgadi,3,3,4,359,"2,305"
17,Nachinda,4,4,4,920,"3,877"
18,Narayan Mohanty Padia,1,1,1,600,"2,865"
19,Nimatpur,1,1,1,74,308
20,Pasarbindha,6,6,6,"1,370","6,038"
21,Rasalpur,2,2,2,"1,013","3,233"
22,Sahabajipur,3,3,4,982,"5,306"
23,SIANROI,1,1,2,74,332
24,Sradhapur,2,2,2,406,"1,605"
25,Sultanpur,1,1,1,103,512
26,Sunadharabasan,1,1,3,450,"1,963"
27,Tukurihazira,4,4,4,436,"1,593"
,Total,53,51,64,"12,022","50,404"
