S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,208,207,589,"10,540","48,743"
1,Barakhama,10,10,32,"1,072","4,411"
2,Battaguda,13,13,42,"1,033","5,050"
3,Budrukia,16,16,58,857,"4,029"
4,Dadakangia,4,4,23,256,"1,285"
5,Khamanakhole,16,15,22,365,"1,502"
6,Kutikia,13,13,46,857,"3,921"
7,Landagaon,5,5,10,369,"1,441"
8,Mediakia,10,10,20,346,"1,564"
9,Paramapanga,17,17,44,525,"2,642"
10,Rebingia,15,15,31,556,"2,472"
11,Rutungia,18,18,55,"1,070","4,829"
12,Sindhrigam,23,23,65,993,"4,700"
13,Solaguda,25,25,62,945,"4,315"
14,Sudra,23,23,79,"1,296","6,582"
,Total,208,207,589,"10,540","48,743"
