S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,5,5,12,"2,082","8,870"
1,Bardol,1,1,1,367,"1,834"
2,Bargaon,1,1,7,"1,236","4,889"
3,Deogaon,1,1,1,103,418
4,Gudesira,1,1,2,340,"1,332"
5,Kuruan,1,1,1,36,397
,Total,5,5,12,"2,082","8,870"
