S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,13,13,20,"1,706","9,372"
1,Badtika,1,1,2,134,536
2,Bakti,1,1,2,132,582
3,Bendra,1,1,2,324,"1,433"
4,Bharsuja,2,2,3,121,597
5,Budula,1,1,1,71,343
6,Jharnipali,3,3,3,153,710
7,Nuniapali,1,1,1,90,398
8,Patuapalli,1,1,1,245,"3,072"
9,Rinbachan,1,1,3,385,"1,442"
10,Salebhata,1,1,2,51,259
,Total,13,13,20,"1,706","9,372"
