S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,149,299,"12,345","52,527"
1,Asada,6,23,"1,356","5,609"
2,Khariguda,15,35,972,"4,326"
3,Kodama,17,31,"1,411","6,026"
4,Korlaghati,28,31,"1,234","5,792"
5,M.k. Rai,10,30,"1,474","5,912"
6,MADHUBANA,33,51,"1,617","7,354"
7,PENDILI,16,30,"1,482","5,503"
8,Sanahuma,10,26,"1,504","6,107"
9,Siriguda,14,42,"1,295","5,898"
,Total,149,299,"12,345","52,527"
