S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,19,17,25,"2,020","5,299"
1,Agarkhandi,2,2,2,15,135
2,Badakuturu,1,1,1,193,375
3,Garabandha,2,2,3,292,"1,179"
4,Ghorani,3,3,3,113,220
5,Gosani,2,2,3,35,163
6,Kantragada,2,2,2,91,334
7,Kharasandha,1,1,1,327,530
8,Labanyagada,1,1,5,569,"1,317"
9,Madhusudanpur,1,1,3,175,478
10,Rampa,3,1,1,180,498
11,Tati Peti,1,1,1,30,70
,Total,19,17,25,"2,020","5,299"
