S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,5,5,710,"2,907"
1,Badhi,1,1,52,731
2,Gagua,1,1,219,960
3,Goraromita,2,2,306,"1,186"
4,Tikhiri,1,1,133,30
,Total,5,5,710,"2,907"
