S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,3,2,2,84,426
1,Nanjura,1,1,1,27,110
2,Tikhiri,2,1,1,57,316
,Total,3,2,2,84,426
