S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,11,11,13,624,"2,499"
1,Ankelbira,2,2,2,86,346
2,Gopalpur,1,1,1,172,636
3,Hemgir,2,2,2,33,159
4,Julumbahal,3,3,3,131,519
5,Kanika,1,1,1,48,210
6,Kuchedega,1,1,2,67,275
7,Tapria,1,1,2,87,354
,Total,11,11,13,624,"2,499"
