S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,92,92,219,"12,450","51,051"
1,Ankelbira,9,9,19,760,"3,245"
2,Balinga,5,5,12,831,"3,351"
3,Duduka,5,5,13,609,"2,627"
4,Durubaga,4,4,5,326,"1,310"
5,Garjanjore,4,4,11,863,"3,530"
6,Gopalpur,6,6,19,"2,151","8,123"
7,Hemgir,5,5,8,214,947
8,Jharpalam,3,3,11,530,"2,111"
9,Julumbahal,6,6,8,325,"1,514"
10,Kanaktura,6,6,18,971,"3,883"
11,Kanika,7,7,13,521,"2,284"
12,Kendudihi,3,3,11,670,"2,675"
13,Kuchedega,5,5,11,418,"1,850"
14,Laikera,7,7,23,812,"3,313"
15,Munderkhet,1,1,1,232,973
16,Sanghumunda,5,5,10,594,"2,396"
17,Sumra,3,3,5,295,"1,162"
18,Tapria,3,3,4,222,853
19,Tumlia,5,5,17,"1,106","4,904"
,Total,92,92,219,"12,450","51,051"
