S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,6,6,481,"1,478"
1,Dasmantpur,1,1,146,30
2,Duarsuni,3,3,234,757
3,Gadiaguda,1,1,94,293
4,Pindapadar,1,1,7,398
,Total,6,6,481,"1,478"
