S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,6,6,8,739,"2,435"
1,Bhadra,1,1,1,146,513
2,Budha Bahal,1,1,1,74,284
3,Dharap Garh,1,1,3,148,605
4,Ghunsar,1,1,1,75,308
5,Kandhakel Gaon,1,1,1,107,428
6,Kuikeda,1,1,1,189,297
,Total,6,6,8,739,"2,435"
