S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,18,13,43,"3,246","12,934"
1,Anuary,5,5,12,950,"3,680"
2,Baideswar,4,1,2,117,523
3,Bandalo,1,1,6,534,"2,176"
4,Golaganda,1,1,2,112,435
5,Kalipoi,2,1,1,2,24
6,Kiapalla,2,1,3,3,12
7,Ratagada Govindpur,1,1,8,910,"3,584"
8,Samantarapur,2,2,9,618,"2,500"
,Total,18,13,43,"3,246","12,934"
