S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,6,3,13,412,"1,812"
1,Jagannathpur,1,1,5,125,560
2,Kiapalla,2,1,3,128,538
3,Puincha,3,1,5,159,714
,Total,6,3,13,412,"1,812"
