S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,9,9,11,"1,011","3,854"
1,Bungapali,4,4,5,344,"1,442"
2,Dwari,2,2,2,326,"1,093"
3,Kandapalla,1,1,1,171,643
4,Khola,1,1,2,55,169
5,Ruchida,1,1,1,115,507
,Total,9,9,11,"1,011","3,854"
