S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,44,42,64,"3,733","15,788"
1,Ambabhona,2,2,3,191,919
2,Banjipali,5,4,6,339,"1,533"
3,Bhoinatora,1,1,1,96,401
4,Bungapali,6,6,10,564,"2,524"
5,Dunguri,1,1,2,131,644
6,Dwari,4,4,6,420,"1,471"
7,Kandapalla,1,1,1,171,643
8,Kapasira,1,1,1,84,298
9,Karla,7,6,11,380,"1,563"
10,Khola,4,4,5,382,"1,477"
11,Kumbho,3,3,4,103,508
12,Lakhanpur,6,6,9,511,"2,190"
13,Ruchida,1,1,1,115,507
14,Uttam,2,2,4,246,"1,110"
,Total,44,42,64,"3,733","15,788"
