S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,2,2,5,325,"1,354"
1,Bhutkabadi,1,1,1,131,557
2,Kusumi,1,1,4,194,797
,Total,2,2,5,325,"1,354"
