S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,4,3,11,293,"1,399"
1,Chandan Pur,2,1,2,26,126
2,Dhobani Sole,1,1,2,22,106
3,Shyam Sundar Pur,1,1,7,245,"1,167"
,Total,4,3,11,293,"1,399"
