S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,257,243,356,"19,883","87,345"
1,Adri,10,10,17,"1,023","3,806"
2,Badachhatrang,6,5,9,785,"2,732"
3,Bagadiani,4,4,8,592,"2,367"
4,Birikot,7,7,12,649,"2,814"
5,Dumerpadar,6,6,9,758,"3,489"
6,Gopalpur,16,16,28,"1,514","7,253"
7,GOPINATHPUR,11,11,15,"1,034","4,195"
8,Gunpur,16,15,24,"1,617","7,395"
9,KANIGUMA,16,15,20,"1,064","4,425"
10,Karlapat,18,17,22,840,"3,483"
11,Kerpai,15,15,18,703,"3,229"
12,Kiapadar,8,8,11,588,"2,578"
13,Mahulpatna,8,8,11,"1,027","7,854"
14,Maligaon,11,11,12,668,"2,677"
15,Nakrundi,15,14,15,661,"2,868"
16,Padepadar,8,7,13,565,"2,110"
17,Podapadar(b),2,2,5,200,"1,007"
18,Silet,13,13,15,543,"2,461"
19,Sindhipadar,17,15,19,975,"4,245"
20,Tal Ambpadar,10,10,12,544,"2,275"
21,Talajhapi,7,7,12,740,"2,990"
22,Talnagi,4,3,7,348,"1,146"
23,Th.rampur,18,14,29,"1,805","7,210"
24,Thuamul,11,10,13,640,"2,736"
,Total,257,243,356,"19,883","87,345"
