S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,10,10,33,"2,299","10,972"
1,Bapanpalli,1,1,5,220,"1,068"
2,Girikanpalli,2,2,7,546,"2,904"
3,Kaladapalli,4,4,9,595,"2,793"
4,Similibanchha,2,2,5,629,"2,895"
5,Undrukonda,1,1,7,309,"1,312"
,Total,10,10,33,"2,299","10,972"
