S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,118,112,300,"6,859","31,334"
1,Adas,12,12,34,628,"3,124"
2,Baghabar,3,3,8,216,867
3,Budhapal,6,6,9,232,"1,108"
4,Budido,3,3,6,178,811
5,Chadeimara,1,1,2,31,136
6,Gundiapali,5,5,23,616,"2,853"
7,Kantabahal,6,6,22,666,"2,911"
8,Karalaga,6,6,23,349,"1,680"
9,Khilei,2,2,8,214,"1,020"
10,Kolabasa,5,5,19,422,"1,858"
11,Kundheigola,2,2,7,88,423
12,Lulang,12,12,27,533,"2,505"
13,Malehipada,5,4,7,157,643
14,Nuadihi,6,6,21,565,"2,525"
15,Nualipada,4,3,8,57,280
16,Nuapada,2,2,12,379,"1,662"
17,Palasoma,1,1,2,49,244
18,Para,3,3,5,54,268
19,Reamal,2,1,1,18,79
20,Tabada,5,4,10,288,"1,253"
21,Tarang,7,6,9,241,"1,082"
22,Tentalbahal,7,7,17,436,"1,968"
23,Tinkbir,2,1,3,97,425
24,Tuhilamal,9,9,13,198,907
25,Utunia,2,2,4,147,702
,Total,118,112,300,"6,859","31,334"
