S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,25,22,51,"1,412","6,205"
1,Budhapal,5,5,10,238,"1,094"
2,Budido,1,1,3,61,254
3,Kantabahal,1,1,4,174,832
4,Karalaga,1,1,1,17,85
5,Khilei,2,2,6,64,354
6,Malehipada,2,1,1,56,218
7,Nuadihi,2,2,6,108,515
8,Nualipada,4,3,6,280,"1,143"
9,Palasoma,1,1,2,25,115
10,Reamal,4,3,8,229,903
11,Tentalbahal,1,1,2,114,466
12,Tungamal,1,1,2,46,226
,Total,25,22,51,"1,412","6,205"
