S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,2,2,"1,575","4,393"
1,Kenjhariapali,1,1,0,0
2,Subalaya,1,1,"1,575","4,393"
,Total,2,2,"1,575","4,393"
