S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,10,10,20,"1,883","7,614"
1,Gadia,3,3,6,568,"2,479"
2,Kohi,4,4,7,845,"3,319"
3,Morada,1,1,4,165,652
4,Sanmundhabani,1,1,2,294,"1,110"
5,Surudihi,1,1,1,11,54
,Total,10,10,20,"1,883","7,614"
