S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,89,88,299,"23,102","97,472"
1,Ambaguda,1,1,4,414,"1,676"
2,Anta,6,6,18,"1,609","6,638"
3,Badajuna,7,7,11,"1,058","4,268"
4,Balia,5,5,16,"1,803","8,592"
5,Bariniput,6,5,18,732,"2,921"
6,Dangarachhinchi,5,5,7,804,"3,240"
7,Dhanapur,2,2,5,750,"3,305"
8,Ekamba,2,2,7,840,"3,334"
9,Gadapadar,5,5,7,625,"2,550"
10,Hadia,5,5,13,"1,114","4,790"
11,Jamunda,4,4,26,"1,038","4,558"
12,Jayantgiri,6,6,22,"1,337","5,836"
13,Kaliagaon,1,1,6,571,"2,444"
14,Kanga,2,2,33,"2,085","8,204"
15,Kebidi,3,3,21,"1,273","5,039"
16,Kumuliput,2,2,12,"1,273","5,338"
17,Phampuni,2,2,7,520,"2,477"
18,Pujariput,1,1,10,807,"3,534"
19,Randhapali,9,9,15,"1,541","6,338"
20,Ranigada,6,6,10,718,"3,095"
21,Tankua,6,6,21,847,"3,245"
22,Umuri,3,3,10,"1,343","6,050"
,Total,89,88,299,"23,102","97,472"
