S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,10,10,25,769,"3,162"
1,Baham,2,2,10,375,"1,454"
2,Jhankarpali,3,3,4,169,787
3,Kukuda Pali,4,4,9,182,755
4,Lipinda,1,1,2,43,166
,Total,10,10,25,769,"3,162"
