S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,3,3,8,303,"1,437"
1,Ghagaramunda,1,1,3,169,758
2,Kankadahad,1,1,4,109,572
3,Kantol,1,1,1,25,107
,Total,3,3,8,303,"1,437"
