S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,263,259,392,"20,845","91,908"
1,Bethiapada,17,17,22,"1,375","5,592"
2,Bhatapur,8,8,18,815,"3,324"
3,Bissamcuttack,10,8,10,"1,109","4,523"
4,Chanchadaguda,16,16,17,846,"3,783"
5,Chatikona,12,12,20,"1,073","5,216"
6,Daliakuji,11,11,18,515,"2,556"
7,Dukum,24,24,33,"1,346","6,184"
8,Dumburnali,14,13,22,"1,076","4,776"
9,Durgi,15,15,25,"1,461","6,384"
10,Hatamuniguda,13,12,16,"1,196","5,620"
11,Hazaridanga,8,8,10,781,"3,661"
12,Jhigidi,10,10,15,838,"3,228"
13,Kanabai,16,16,23,811,"3,542"
14,Kankubadi,8,8,18,"1,264","5,795"
15,Kumbhardhamuni,15,15,22,"1,295","5,498"
16,Kurli,13,13,21,"1,040","4,381"
17,Kutraguda,9,9,14,846,"3,845"
18,Paikadakulguda,4,4,5,276,"1,405"
19,Rasikola,17,17,22,775,"3,564"
20,Sahada,15,15,29,"1,311","5,668"
21,Thuapadi,8,8,12,796,"3,363"
,Total,263,259,392,"20,845","91,908"
